"Chr","Start","End","Conc","Conc_liver","Conc_colon","Fold","p-value","FDR"
"chr1",174351499,174352798,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",176328545,176328905,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",176592629,176592943,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",176603930,176604164,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",176996839,176997042,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",177822873,177823228,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",177881371,177881730,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",177984025,177984371,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",180773194,180773548,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",182285533,182285897,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",182435055,182435406,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",184296861,184297081,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",184429607,184429968,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",186055801,186056133,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",187272736,187273059,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",188947486,188947706,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",189269870,189270077,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",193321737,193322090,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",194452215,194452580,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",194626729,194627084,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",195417135,195417489,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",196469399,196469611,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",196683650,196683999,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",199149054,199149423,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",199531611,199531866,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",199620153,199620497,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",204737613,204737961,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",204812568,204812804,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",206491333,206491781,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",206493513,206493957,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",207701793,207702089,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",208874741,208875075,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",212233435,212233643,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",212521617,212521840,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",213536943,213537157,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",217047215,217047437,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",217215647,217215994,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",220760507,220760872,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",223734801,223735355,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",225708627,225708830,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",226972186,226972398,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",227700778,227701042,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",228745918,228746214,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",228748169,228748470,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",228768290,228768615,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",228780903,228782247,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",229814705,229815052,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",230068328,230068539,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",234713052,234713407,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",235697268,235697480,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",236366723,236367056,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",236481885,236482141,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",236548949,236549336,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",236876908,236878318,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",239549071,239549448,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",239567127,239567486,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",241140233,241140588,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",242708071,242708278,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",243019599,243019933,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",243174071,243174484,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",247254620,247254971,-1.53,-1.53,-1.54,0.01,0.863,1
"chr1",247526350,247526579,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",110052,110416,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",2278115,2278465,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",3320519,3320872,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",5477432,5478333,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",6046543,6046809,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",7503468,7503673,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",12817034,12818035,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",12869464,12869808,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",14097297,14097640,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",18664876,18665243,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",20058341,20058739,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",20450840,20451195,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",22101933,22102295,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",22199616,22199984,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",26642318,26642681,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",29346472,29346682,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",30059440,30059793,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",31004744,31005204,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",31362591,31362795,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",32258808,32259169,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",32838722,32839088,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",36930783,36931140,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",37393287,37393662,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",38790428,38790632,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",42539793,42541907,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",42542884,42546297,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",43917902,43918251,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",44625109,44625463,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",45836267,45836485,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",46526832,46527706,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",46564561,46565321,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",46570885,46571252,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",46913722,46914261,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",47171198,47171937,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",47242877,47243889,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",47767813,47770322,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",48185434,48186408,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",48257314,48258143,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",48276232,48276777,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",48277287,48278149,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",48751588,48752121,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",48757774,48758144,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",49272009,49272686,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",49278310,49278676,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",50629910,50630268,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",51370718,51371771,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",51712420,51712935,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",51946695,51947066,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",51984150,51984525,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",52189306,52189655,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",52514522,52514867,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",55582016,55582385,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",57154789,57155140,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",57540808,57541024,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",60553775,60553977,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",61064522,61064728,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",64840999,64841336,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",70384239,70384476,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",70847607,70847951,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",72814354,72814739,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",72855873,72856080,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",73630096,73630401,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",76059897,76060121,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",76894908,76895261,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",78339809,78340160,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",78614001,78614341,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",78700705,78700942,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",82750417,82750796,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",82966224,82966581,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",86057368,86057724,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",87393849,87394208,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",87643101,87643442,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",89070133,89070480,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",90252136,90252494,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",90584602,90584964,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",91665092,91665328,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",94135366,94135928,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",94434135,94435040,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",95537977,95538312,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",98487663,98488023,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",98633165,98633520,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",111520197,111520438,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",116912727,116913073,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",117582144,117582502,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",118825181,118825495,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",122114559,122114852,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",122333533,122333876,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",124992484,124992840,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",131778249,131778635,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",131955750,131955954,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",132158363,132158960,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",132685645,132686026,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",133661045,133661397,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",134237068,134237420,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",134970155,134970509,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",135362378,135362593,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",135450731,135451502,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",135462077,135463038,-1.53,-1.53,-1.54,0.01,0.863,1
"chr10",135478227,135478866,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",310917,311430,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",3300144,3300660,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",4878864,4879226,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",6120609,6120963,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",6828045,6828398,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",7877432,7877795,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",8999620,9000317,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",10887564,10887857,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",13024247,13024612,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",17852007,17852393,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",18145986,18146324,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",20596586,20596945,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",21902553,21902901,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",22333471,22333832,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",23321790,23322157,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",23836075,23836417,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",25236174,25236429,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",25600019,25600368,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",26621784,26621992,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",29869057,29869410,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",32614085,32614298,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",34865667,34866034,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",37121221,37121429,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",37774265,37774485,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",39788423,39788790,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",40117214,40117414,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",40651733,40652076,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",43029513,43030267,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",43575217,43575549,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",45764774,45765127,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",46537187,46537538,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",48247346,48247705,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",48593338,48593693,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",48776489,48776692,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",48994665,48995032,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",49506891,49507240,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",49834060,49834421,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",50082754,50083101,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",50313826,50314032,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",51527166,51527512,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",51582602,51583091,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",51584735,51585105,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",51586270,51587147,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",51588315,51589219,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",54911536,54911945,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",56410768,56410975,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",59962904,59963248,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",60348694,60349045,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",63024988,63025345,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",63502868,63503225,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",65738346,65739035,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",68392531,68392879,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",71319125,71319450,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",73207773,73208122,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",79566776,79567117,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",82004315,82004778,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",83617129,83617506,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",86899990,86900350,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",89490210,89490577,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",89648792,89649145,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",92869857,92870455,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",95731136,95731495,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",95767572,95767778,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",95833432,95833777,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",96255936,96256279,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",98835529,98835737,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",99759872,99760225,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",104695126,104695328,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",110768734,110768937,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",112143588,112143848,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",113693020,113693223,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",113768886,113769095,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",117007859,117008594,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",121859230,121859442,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",122989547,122989952,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",123021009,123021226,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",125363246,125363539,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",127149552,127149806,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",128800531,128800847,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",130954897,130955263,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",131042285,131042635,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",131468577,131468806,-1.53,-1.53,-1.54,0.01,0.863,1
"chr11",132488693,132489046,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",3218288,3218641,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",3919785,3920063,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",4581188,4581390,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",6100328,6100535,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",7767484,7767741,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",8503478,8503682,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",8778074,8778827,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",11599873,11600149,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",12475882,12476225,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",15164888,15165219,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",16985412,16985764,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",20228866,20229095,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",20399328,20399668,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",21107379,21107586,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",23394132,23394342,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",23417588,23417921,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",26458522,26458895,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",29243738,29244137,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",29866087,29866438,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",30180417,30180770,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",31022766,31023136,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",37991897,37992110,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",38124292,38124642,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",38197135,38197482,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",38444706,38444989,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",39341476,39341829,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",40047157,40047503,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",46556842,46557196,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",47839991,47840343,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",52191627,52191986,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",55711779,55712067,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",60016689,60017021,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",60932802,60933009,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",60968183,60968393,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",62039555,62039903,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",62338804,62339172,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",62978838,62979067,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",64007541,64007909,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",67116857,67117243,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",67727238,67727595,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",70658907,70659274,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",71642840,71643186,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",72919235,72919580,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",78149158,78149452,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",79324913,79325289,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",84126048,84126399,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",84550773,84551126,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",85409319,85409523,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",87093761,87094122,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",87943146,87943372,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",91996445,91996796,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",96192502,96192910,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",97569809,97570146,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",98603428,98603658,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",100284191,100284408,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",101552168,101552374,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",103097824,103098174,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",104518896,104519233,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",107262402,107262737,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",108748562,108748903,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",108810262,108810647,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",113105315,113105672,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",115611446,115611799,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",116469377,116469592,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",127316475,127316828,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",129369728,129370075,-1.53,-1.53,-1.54,0.01,0.863,1
"chr12",129787805,129788145,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",19180773,19181096,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",19265873,19266101,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",21790094,21790443,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",30362833,30363042,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",31034976,31035554,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",32055938,32056299,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",32441301,32441670,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",33428055,33428397,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",35618579,35618934,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",37759944,37760293,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",45020771,45021120,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",49298115,49298458,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",54132706,54133079,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",56621176,56621398,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",57733437,57733768,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",57750180,57750521,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",57785473,57785826,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",57911077,57911428,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",58750843,58751224,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",59751795,59752007,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",62377770,62377976,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",64324014,64324435,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",64326219,64326566,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",64403755,64404106,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",66598167,66598384,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",69339451,69339808,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",69392006,69392359,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",69894816,69895179,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",70833702,70833994,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",72480024,72480373,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",74882533,74882741,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",75631182,75631542,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",78014206,78014557,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",78074201,78074408,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",82264263,82264623,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",83299965,83300324,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",84434336,84434649,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",85185235,85185610,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",85210620,85210987,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",90174183,90174401,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",91709813,91710154,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",94719668,94720012,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",95164066,95164281,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",96983886,96984414,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",97258832,97259048,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",98599119,98599332,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",103956603,103956960,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",104091647,104092001,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",104599130,104599485,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",104652724,104653054,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",104734436,104734788,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",107888865,107889220,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",109692706,109692912,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",111262336,111262548,-1.53,-1.53,-1.54,0.01,0.863,1
"chr13",113722699,113723486,-1.53,-1.53,-1.54,0.01,0.863,1
"chr14",19649799,19650651,-1.53,-1.53,-1.54,0.01,0.863,1
