"Chr","Start","End","Conc","Conc_colon","Conc_liver","Fold","p-value","FDR"
"chr9",31542292,31542737,2.43,1.81,2.87,-1.06,0.64,1
"chr6",27440094,27441247,5.32,5,5.59,-0.59,0.64,1
"chr7",87974505,87974965,2.95,2.6,3.23,-0.63,0.64,1
"chr3",49710827,49712077,6,5.68,6.26,-0.58,0.64,1
"chr4",171385860,171386929,3.47,3.14,3.74,-0.6,0.64,1
"chr9",123691052,123691709,3.47,3.14,3.74,-0.6,0.64,1
"chr6",88541707,88542572,4.1,3.77,4.36,-0.6,0.64,1
"chr5",172755205,172756939,6.15,5.83,6.42,-0.59,0.64,1
"chr3",58419142,58419929,5.83,5.49,6.11,-0.62,0.64,1
"chr1",169911441,169912122,3.26,2.74,3.64,-0.9,0.64,1
"chr8",102615876,102616258,3.26,2.74,3.64,-0.9,0.64,1
"chr9",117266568,117268156,5.92,5.59,6.19,-0.6,0.64,1
"chr2",8821913,8822327,5.38,5.04,5.65,-0.61,0.64,1
"chr4",69041189,69042583,3.47,3.16,3.73,-0.57,0.64,1
"chr2",183943187,183944029,5.22,4.89,5.49,-0.6,0.64,1
"chr9",90407701,90408332,3.77,3.42,4.05,-0.63,0.64,1
"chr6",31367364,31368611,4.91,4.58,5.17,-0.6,0.64,1
"chrX",17708194,17708575,2.45,2.09,2.74,-0.65,0.64,1
"chr14",45603216,45605320,6.42,6.08,6.7,-0.62,0.64,1
"chr1",108742133,108743707,6.45,6.1,6.73,-0.64,0.64,1
"chr1",168194752,168195939,5.24,4.92,5.5,-0.58,0.64,1
"chr1",27226399,27227116,3.64,3.89,3.35,0.53,0.64,1
"chr6",158652745,158654068,5.42,5.1,5.68,-0.57,0.64,1
"chr8",61863060,61863955,4.59,4.29,4.84,-0.55,0.64,1
"chr7",101006985,101007611,3.66,3.35,3.92,-0.57,0.64,1
"chr7",100209512,100210388,5.7,5.36,5.97,-0.61,0.64,1
"chr2",241083117,241083637,3.46,3.15,3.71,-0.56,0.64,1
"chr5",137673095,137674316,6.22,5.88,6.49,-0.61,0.64,1
"chr8",30890944,30892368,5.97,5.63,6.24,-0.61,0.64,1
"chr10",13344135,13344763,5.16,4.82,5.44,-0.62,0.64,1
"chr19",30019004,30019656,4.3,3.98,4.56,-0.57,0.64,1
"chr13",27999876,28001384,5.19,4.87,5.45,-0.58,0.64,1
"chr20",61283487,61284043,3.92,3.56,4.21,-0.65,0.64,1
"chr6",27059373,27060158,3.84,3.54,4.09,-0.55,0.64,1
"chr15",92934882,92935315,3.6,3.25,3.88,-0.64,0.64,1
"chr8",96280756,96282455,7.08,6.73,7.36,-0.62,0.64,1
"chr5",73935843,73937958,5.99,5.65,6.26,-0.61,0.64,1
"chr22",43358477,43358961,3,3.25,2.7,0.55,0.64,1
"chr15",83034369,83034834,1.57,1.09,1.93,-0.84,0.64,1
"chr2",89459221,89460212,1.57,1.09,1.93,-0.84,0.64,1
"chr7",76256188,76256935,1.57,1.09,1.93,-0.84,0.64,1
"chr3",49169756,49171818,5.43,5.13,5.68,-0.55,0.64,1
"chr13",45491712,45492912,5.79,5.46,6.06,-0.6,0.64,1
"chr2",1597435,1598147,4.94,4.6,5.22,-0.62,0.64,1
"chr18",1914472,1914899,2.9,2.37,3.29,-0.93,0.64,1
"chr13",112756671,112756894,2.04,1.63,2.36,-0.73,0.64,1
"chr4",115186092,115186710,3.04,2.68,3.33,-0.65,0.64,1
"chr17",55208292,55208759,3.89,3.59,4.14,-0.55,0.64,1
"chr19",44598191,44599380,4.99,4.67,5.26,-0.59,0.64,1
"chr2",16052314,16052785,3.34,2.81,3.73,-0.92,0.64,1
"chr17",59049077,59049533,2.82,2.48,3.1,-0.62,0.64,1
"chr18",22094368,22094830,2.82,2.48,3.1,-0.62,0.64,1
"chr15",42066248,42067088,5.59,5.28,5.85,-0.57,0.64,1
"chr12",59507487,59508159,3.91,3.55,4.2,-0.65,0.64,1
"chr17",782872,783226,3.13,2.81,3.39,-0.58,0.64,1
"chr6",167364861,167365183,3.28,2.94,3.54,-0.6,0.64,1
"chr15",72765987,72767732,6.15,5.83,6.41,-0.58,0.64,1
"chr9",139538848,139539318,3.75,3.44,4,-0.56,0.64,1
"chr2",121010070,121011258,6.2,5.86,6.47,-0.62,0.64,1
"chr17",73780495,73781386,5.74,5.42,6,-0.59,0.64,1
"chr1",68844187,68844535,2.21,1.78,2.54,-0.76,0.64,1
"chr1",165121961,165122339,2.21,1.78,2.54,-0.76,0.64,1
"chr6",19860731,19861032,2.21,1.78,2.54,-0.76,0.64,1
"chr19",49255754,49256535,5.28,4.98,5.53,-0.55,0.64,1
"chr19",770266,770623,2.95,2.63,3.22,-0.59,0.64,1
"chr1",38000004,38000479,3.31,3.55,3.02,0.54,0.64,1
"chr16",810485,811199,4.57,4.25,4.83,-0.58,0.64,1
"chr2",130200631,130201443,4.57,4.25,4.83,-0.58,0.64,1
"chr1",1935072,1935513,3.49,3.17,3.75,-0.58,0.64,1
"chr17",66374080,66375117,5.18,4.88,5.42,-0.55,0.64,1
"chr8",74846367,74847831,4.99,4.67,5.25,-0.58,0.64,1
"chr2",121199784,121201015,5.17,4.85,5.43,-0.58,0.64,1
"chr10",80383550,80384014,2.79,2.42,3.08,-0.65,0.64,1
"chr8",130924917,130926534,5.12,4.8,5.38,-0.59,0.64,1
"chr1",183884867,183885573,4.58,4.24,4.85,-0.61,0.64,1
"chr1",62901663,62903192,6.77,6.43,7.04,-0.62,0.64,1
"chr9",108006488,108008006,6.83,6.49,7.11,-0.62,0.64,1
"chr11",66812743,66813122,2.98,2.66,3.24,-0.58,0.64,1
"chr2",23824978,23825347,2.98,2.66,3.24,-0.58,0.64,1
"chr7",128067314,128067667,2.98,2.66,3.24,-0.58,0.64,1
"chr9",90959483,90959997,2.98,2.66,3.24,-0.58,0.64,1
"chr4",26789313,26790107,3.99,3.65,4.27,-0.62,0.64,1
"chr17",44848400,44849659,5.52,5.22,5.77,-0.54,0.64,1
"chr7",100302957,100303909,5.28,4.98,5.54,-0.56,0.64,1
"chr5",169856050,169856405,2.45,2.04,2.77,-0.72,0.64,1
"chr19",48018128,48018930,5.58,5.27,5.84,-0.58,0.641,1
"chr4",1857452,1858597,5.59,5.29,5.84,-0.56,0.641,1
"chr19",33278275,33278757,2.61,2.27,2.88,-0.61,0.641,1
"chr2",230319661,230320135,2.61,2.27,2.88,-0.61,0.641,1
"chr18",1585845,1586247,2.6,2.22,2.89,-0.67,0.641,1
"chr2",65644162,65644492,2.6,2.22,2.89,-0.67,0.641,1
"chr4",96353567,96354244,2.6,2.22,2.89,-0.67,0.641,1
"chr5",101880929,101881268,2.6,2.22,2.89,-0.67,0.641,1
"chr9",504169,505382,6.11,5.76,6.39,-0.62,0.641,1
"chr10",127251264,127251683,2.41,2.02,2.71,-0.69,0.641,1
"chr1",90371909,90372540,3.15,2.82,3.42,-0.59,0.641,1
"chr2",47629919,47630995,5.33,4.99,5.6,-0.61,0.641,1
"chr7",149156678,149158265,5.92,5.6,6.18,-0.58,0.641,1
"chr1",200589682,200590617,4.96,4.66,5.21,-0.54,0.641,1
"chr9",110103409,110103843,3.26,2.92,3.53,-0.61,0.641,1
"chr5",72511715,72512450,5.08,4.76,5.35,-0.59,0.641,1
"chr1",94245152,94245936,3.98,3.68,4.22,-0.55,0.641,1
"chr2",193365443,193365936,4.11,3.77,4.39,-0.62,0.641,1
"chr22",51000892,51001666,4.73,4.43,4.98,-0.55,0.641,1
"chr10",99473135,99474878,5.96,5.63,6.22,-0.59,0.641,1
"chr14",105557111,105558409,5.45,5.15,5.7,-0.55,0.641,1
"chr11",85488060,85488388,2.04,2.35,1.64,0.7,0.641,1
"chr19",54370620,54371243,5.3,4.98,5.57,-0.59,0.641,1
"chr1",162010444,162010854,2.26,1.89,2.55,-0.66,0.641,1
"chr11",60666786,60667209,2.26,1.89,2.55,-0.66,0.641,1
"chr13",114785051,114785763,2.26,1.89,2.55,-0.66,0.641,1
"chr14",50469954,50470443,4.45,4.15,4.69,-0.54,0.641,1
"chr10",35415388,35416745,6.47,6.13,6.74,-0.61,0.641,1
"chr12",52418725,52419829,4.88,4.57,5.13,-0.57,0.641,1
"chr12",56685262,56685907,3.76,3.43,4.03,-0.59,0.641,1
"chr3",185815178,185816204,5.09,4.77,5.35,-0.58,0.641,1
"chr1",161135645,161137022,6.17,5.83,6.44,-0.61,0.641,1
"chr2",38152157,38152935,5.58,5.24,5.86,-0.62,0.641,1
"chr21",38349238,38349733,3.24,2.86,3.54,-0.67,0.641,1
"chr3",178754925,178755544,3.92,3.6,4.18,-0.58,0.641,1
"chr19",17356347,17357328,5.02,4.72,5.27,-0.55,0.641,1
"chr5",113141865,113142398,3.38,3.07,3.63,-0.57,0.641,1
"chr16",57520155,57520697,4.35,4.04,4.61,-0.57,0.641,1
"chr14",96735330,96735780,3.08,3.33,2.78,0.55,0.641,1
"chr11",107991929,107992696,5.56,5.23,5.83,-0.6,0.641,1
"chr6",170589064,170589636,3.03,2.74,3.27,-0.53,0.641,1
"chr5",14264696,14265952,4.51,4.2,4.77,-0.58,0.641,1
"chr11",121466516,121467584,3.6,3.84,3.31,0.54,0.641,1
"chr7",128170658,128172295,5.31,5,5.56,-0.56,0.641,1
"chr12",106099055,106100049,2.99,3.26,2.66,0.6,0.641,1
"chr17",39113047,39113330,2.98,2.64,3.26,-0.61,0.641,1
"chr21",42654902,42655580,2.98,2.64,3.26,-0.61,0.641,1
"chr11",88663491,88664208,3.84,3.31,4.23,-0.92,0.641,1
"chr10",103577278,103578769,6.41,6.09,6.66,-0.57,0.641,1
"chr2",70368297,70370832,6.71,6.39,6.98,-0.59,0.641,1
"chr3",53272079,53272711,4.59,4.27,4.85,-0.58,0.641,1
"chr6",141242761,141243075,2.3,1.89,2.61,-0.72,0.641,1
"chr5",93953784,93954860,5.5,5.16,5.77,-0.61,0.641,1
"chr8",122736509,122737127,4.26,3.94,4.51,-0.57,0.641,1
"chr6",38025750,38026225,2.5,2.14,2.79,-0.66,0.641,1
"chr2",216979279,216980077,4.68,4.35,4.94,-0.59,0.641,1
"chr7",98475872,98477620,5.77,5.46,6.03,-0.57,0.641,1
"chr12",9436081,9437245,3.87,3.52,4.14,-0.62,0.641,1
"chr15",38766353,38766730,2.31,1.92,2.61,-0.7,0.641,1
"chr7",125311078,125311468,2.31,1.92,2.61,-0.7,0.641,1
"chr17",54992991,54993489,4.14,3.82,4.4,-0.59,0.641,1
"chr5",76916238,76916582,2.64,2.29,2.92,-0.63,0.641,1
"chr1",174628810,174629539,3.87,3.53,4.14,-0.61,0.641,1
"chr13",41027494,41028099,3.49,3.17,3.75,-0.57,0.641,1
"chr1",95391226,95393162,6.5,6.17,6.77,-0.6,0.641,1
"chr16",19532926,19533654,5.14,4.82,5.41,-0.58,0.641,1
"chr16",83841206,83842194,6.41,6.06,6.69,-0.63,0.641,1
"chr17",54864292,54864815,4.22,3.91,4.48,-0.58,0.641,1
"chr3",186371695,186372144,3.14,2.81,3.42,-0.61,0.641,1
"chr6",167914221,167914612,3.14,2.81,3.42,-0.61,0.641,1
"chrX",13046961,13048141,3.44,3.09,3.73,-0.64,0.641,1
"chr22",17398164,17398675,3.57,3.22,3.84,-0.62,0.641,1
"chr15",99343554,99344732,5.22,4.88,5.5,-0.62,0.641,1
"chr18",68089290,68090464,4.54,4.2,4.81,-0.6,0.641,1
"chr4",79696723,79698216,6.29,5.95,6.56,-0.61,0.641,1
"chr3",139036467,139037605,4.34,4.02,4.6,-0.58,0.641,1
"chr6",109169321,109170231,5.16,4.86,5.41,-0.55,0.641,1
"chr12",30570598,30571188,2.96,2.64,3.22,-0.57,0.641,1
"chr6",150739399,150740518,4.44,4.11,4.71,-0.6,0.641,1
"chr8",24763188,24763823,3.3,2.94,3.59,-0.65,0.641,1
"chr17",45266218,45267119,6,5.68,6.26,-0.58,0.641,1
"chr2",190305561,190306613,5.75,5.4,6.03,-0.63,0.641,1
"chr5",177659008,177660049,5.47,5.15,5.73,-0.58,0.641,1
"chr19",41140298,41140766,3.51,3.21,3.75,-0.54,0.641,1
"chr16",23463851,23464783,5.17,4.85,5.44,-0.59,0.641,1
"chr10",75255115,75255973,5.86,5.53,6.14,-0.61,0.641,1
"chr8",109735103,109735529,4.27,3.93,4.54,-0.61,0.641,1
"chr14",104181561,104182380,6.03,5.71,6.29,-0.58,0.641,1
"chr6",140364489,140365391,4.16,3.84,4.43,-0.59,0.641,1
"chr6",28908267,28909579,4.98,4.66,5.23,-0.57,0.641,1
"chr3",104116098,104116518,2.72,2.33,3.02,-0.69,0.641,1
"chr6",6057695,6058065,2.72,2.33,3.02,-0.69,0.641,1
"chr9",95526919,95527918,6.26,5.94,6.52,-0.58,0.641,1
"chr14",100045725,100046825,5.2,4.89,5.46,-0.57,0.641,1
"chr12",106532601,106533728,6.16,5.82,6.43,-0.61,0.641,1
"chr9",115983345,115984068,5.88,5.55,6.16,-0.61,0.641,1
"chr14",37550412,37550780,2.44,2.72,2.08,0.64,0.641,1
"chr2",37423439,37424309,5.28,4.95,5.55,-0.6,0.641,1
"chr1",66815656,66816315,4.11,3.78,4.37,-0.59,0.641,1
"chr11",132948561,132948840,1.98,1.56,2.3,-0.74,0.641,1
"chr5",142186330,142186817,1.98,1.56,2.3,-0.74,0.641,1
"chr6",32441157,32441735,1.98,1.56,2.3,-0.74,0.641,1
"chr7",26726075,26726370,1.98,1.56,2.3,-0.74,0.641,1
"chr18",11309249,11310835,4.14,3.82,4.39,-0.57,0.641,1
"chr1",19811619,19812604,5.56,5.25,5.81,-0.57,0.641,1
"chr9",19471719,19472233,4.39,4.06,4.66,-0.6,0.641,1
"chr6",57086213,57087364,5.73,5.39,6,-0.61,0.642,1
"chr19",57900894,57901702,5.28,4.94,5.56,-0.61,0.642,1
"chr14",67826339,67827473,5.86,5.55,6.12,-0.57,0.642,1
"chr4",37803634,37804128,4.1,3.75,4.38,-0.63,0.642,1
"chr18",9073618,9074130,3.93,3.6,4.2,-0.61,0.642,1
"chr19",13001507,13002180,5.23,4.92,5.49,-0.57,0.642,1
"chr20",23338498,23339151,5.83,5.5,6.11,-0.6,0.642,1
"chr21",9683800,9684792,2.03,2.33,1.66,0.66,0.642,1
"chr4",39528775,39529828,6.29,5.94,6.56,-0.62,0.642,1
"chr10",100220570,100221150,4.64,4.31,4.92,-0.61,0.642,1
"chr3",160425111,160425513,2.76,2.2,3.16,-0.96,0.642,1
"chr20",45599883,45600332,3.46,3.11,3.74,-0.63,0.642,1
"chr12",104531218,104532349,6.01,5.68,6.29,-0.61,0.642,1
"chr12",75784481,75785295,5.65,5.32,5.92,-0.6,0.642,1
"chr1",9599141,9600338,5.88,5.57,6.14,-0.57,0.642,1
"chr14",91188086,91188595,2.98,2.64,3.24,-0.6,0.642,1
"chr14",103851396,103852147,5.06,4.76,5.31,-0.55,0.642,1
"chr13",77565884,77566770,5.85,5.5,6.14,-0.64,0.642,1
"chrX",100306335,100307257,5.03,4.68,5.32,-0.64,0.642,1
"chr6",151388823,151389674,5.06,4.74,5.33,-0.58,0.642,1
"chrX",71774234,71774952,4.26,3.89,4.55,-0.65,0.642,1
"chr9",75140039,75140468,3.85,3.5,4.13,-0.62,0.642,1
"chr8",68402475,68402975,3.69,3.37,3.95,-0.59,0.642,1
"chr4",1713719,1714759,5.95,5.64,6.21,-0.57,0.642,1
"chr18",12990913,12991782,5.8,5.47,6.07,-0.6,0.642,1
"chr15",101142179,101143460,6.69,6.35,6.96,-0.61,0.642,1
"chr15",59879314,59879781,3.65,3.34,3.91,-0.57,0.642,1
"chr16",75233160,75233672,3.51,3.18,3.77,-0.59,0.642,1
"chr15",58759508,58760315,3.94,3.58,4.22,-0.64,0.642,1
"chr7",42916010,42916402,2.95,2.6,3.24,-0.64,0.642,1
"chr7",72935965,72937190,6.03,5.71,6.29,-0.57,0.642,1
"chr14",60631457,60632494,5.86,5.5,6.15,-0.64,0.642,1
"chr1",45139558,45140578,6.14,5.81,6.41,-0.6,0.642,1
"chr12",72913816,72914445,2.77,2.11,3.22,-1.1,0.642,1
"chrX",129194373,129194905,3.68,3.37,3.95,-0.58,0.642,1
"chr15",45076069,45077217,4.84,4.54,5.09,-0.54,0.642,1
"chr2",120516995,120518084,6.36,6.02,6.64,-0.62,0.642,1
"chr15",96873355,96874474,5.93,5.6,6.19,-0.59,0.642,1
"chr11",77705502,77706246,6.02,5.68,6.29,-0.62,0.642,1
"chr8",1969661,1970158,3.38,3.07,3.64,-0.57,0.642,1
"chr17",66259250,66259848,3.16,2.85,3.41,-0.55,0.642,1
"chr12",9102035,9102925,5.91,5.57,6.18,-0.61,0.642,1
"chr20",35101162,35101574,3.26,2.94,3.51,-0.57,0.642,1
"chr1",66789553,66790053,3.2,2.84,3.49,-0.65,0.642,1
"chr3",42631911,42632582,5.32,5,5.59,-0.59,0.642,1
"chr2",210072846,210073817,3.83,3.48,4.11,-0.63,0.642,1
"chr1",235955099,235956013,2.57,2.25,2.84,-0.6,0.642,1
"chr6",48794604,48795401,5.35,5,5.63,-0.63,0.642,1
"chr6",5003675,5004602,6.33,5.98,6.6,-0.62,0.642,1
"chr5",76382499,76383408,5.16,4.83,5.42,-0.59,0.642,1
"chr1",206730306,206731009,3.7,3.38,3.96,-0.58,0.642,1
"chr5",6745705,6746126,3.06,3.33,2.73,0.6,0.642,1
"chr8",40065560,40066395,4.55,4.22,4.82,-0.59,0.642,1
"chr1",205179960,205181059,5.22,4.91,5.48,-0.57,0.642,1
"chr2",170429750,170430642,4.6,4.28,4.87,-0.59,0.642,1
"chr11",93385232,93385677,2.35,2,2.64,-0.65,0.642,1
"chr15",80952457,80952793,2.35,2,2.64,-0.65,0.642,1
"chr2",60564186,60564513,2.35,2,2.64,-0.65,0.642,1
"chr12",8185019,8186386,5.56,5.25,5.81,-0.55,0.642,1
"chr6",79786610,79788564,6.5,6.16,6.77,-0.61,0.642,1
"chr11",118888869,118889663,5.16,4.84,5.42,-0.58,0.642,1
"chr13",106095295,106095800,3.05,2.68,3.34,-0.66,0.642,1
"chr2",232469108,232469961,4.96,4.65,5.22,-0.57,0.642,1
"chr5",177018943,177019673,4.68,4.35,4.94,-0.59,0.642,1
"chr20",542313,542732,3.13,2.8,3.4,-0.6,0.642,1
"chr10",104153700,104155561,6.55,6.24,6.81,-0.57,0.642,1
"chr5",121750956,121752279,4.06,3.76,4.31,-0.55,0.642,1
"chr1",224033200,224034211,6.1,5.78,6.37,-0.59,0.642,1
"chr11",45939284,45940448,5.59,5.26,5.86,-0.6,0.642,1
"chr4",165938067,165938440,3.03,2.69,3.3,-0.61,0.642,1
"chr6",116465523,116466134,3.03,2.69,3.3,-0.61,0.642,1
"chr3",113631737,113632203,3.37,3.02,3.65,-0.63,0.642,1
"chr10",101766017,101766460,4.26,3.94,4.53,-0.58,0.643,1
"chr1",2071311,2071914,4.3,3.98,4.56,-0.58,0.643,1
"chr21",30154012,30154311,2.22,1.81,2.54,-0.73,0.643,1
"chr7",131339389,131339876,4.07,3.77,4.32,-0.55,0.643,1
"chr1",204049413,204049914,4.25,3.94,4.51,-0.56,0.643,1
"chr1",157550021,157550761,3.3,2.97,3.57,-0.6,0.643,1
"chr16",11836094,11837450,6.25,5.92,6.52,-0.6,0.643,1
"chr6",158957192,158958440,4.93,4.63,5.18,-0.55,0.643,1
"chr11",65047264,65047526,2.64,2.33,2.89,-0.56,0.643,1
"chr1",28240869,28241481,4.97,4.66,5.22,-0.56,0.643,1
"chr11",64001680,64002634,4.97,4.66,5.22,-0.56,0.643,1
"chr1",17559541,17560623,5.15,4.84,5.41,-0.57,0.643,1
"chr7",122794270,122794781,4.08,3.74,4.36,-0.62,0.643,1
"chr6",97888460,97888893,3.63,3.28,3.91,-0.64,0.643,1
"chr10",113750546,113751051,2.99,2.63,3.27,-0.64,0.643,1
"chr21",34851603,34852688,6.05,5.72,6.31,-0.58,0.643,1
"chr2",219432655,219434018,6.24,5.92,6.51,-0.59,0.643,1
"chr7",121170148,121170924,5.52,5.19,5.79,-0.61,0.643,1
"chr10",86392528,86393019,2.9,2.53,3.19,-0.66,0.643,1
"chr1",205760746,205761081,2.6,2.25,2.88,-0.63,0.643,1
"chr19",52160160,52160536,2.6,2.25,2.88,-0.63,0.643,1
"chr5",5025856,5026588,2.6,2.25,2.88,-0.63,0.643,1
"chr2",239165146,239165590,4.09,3.77,4.36,-0.59,0.643,1
"chr3",111623575,111623924,3.29,2.96,3.57,-0.61,0.643,1
"chr8",73448794,73449568,3.08,3.32,2.79,0.53,0.643,1
"chr3",152678573,152679541,3.41,3.08,3.68,-0.61,0.643,1
"chr6",41545576,41546214,4.38,4.06,4.65,-0.59,0.643,1
"chr19",43683693,43683967,1.11,0.6,1.49,-0.89,0.643,1
"chr19",55430716,55431450,1.11,0.6,1.49,-0.89,0.643,1
"chr1",43855238,43855830,4.63,4.32,4.88,-0.56,0.643,1
"chr5",134209750,134211048,5.43,5.12,5.69,-0.57,0.643,1
"chr1",19282115,19283543,5.79,5.49,6.04,-0.55,0.643,1
"chr4",49650205,49650737,2.27,1.94,2.53,-0.59,0.643,1
"chr16",22308351,22310014,6.49,6.16,6.76,-0.59,0.643,1
"chr6",12011125,12013549,7.07,6.75,7.34,-0.59,0.643,1
"chr9",110005958,110006519,4.66,4.31,4.94,-0.64,0.643,1
"chr15",102082882,102083096,1.02,1.39,0.52,0.87,0.643,1
"chr22",36448588,36448944,2.57,2.22,2.86,-0.63,0.643,1
"chr1",225615513,225616359,5.68,5.36,5.94,-0.58,0.643,1
"chr11",11832645,11833400,4.99,4.66,5.25,-0.59,0.643,1
"chr6",45387355,45387678,3.41,3.09,3.68,-0.59,0.643,1
"chr15",55818678,55819052,2.39,2.02,2.68,-0.67,0.643,1
"chr3",13920365,13922494,5.72,5.42,5.96,-0.54,0.643,1
"chr7",28000877,28001541,3.72,3.39,3.99,-0.6,0.643,1
"chr17",59467280,59467508,3.03,2.74,3.28,-0.54,0.643,1
"chr8",94766732,94767573,5.4,5.06,5.68,-0.62,0.643,1
"chr22",41939925,41940840,4.97,4.67,5.22,-0.55,0.643,1
"chr1",23158465,23158985,4.2,3.88,4.46,-0.58,0.643,1
"chr10",131329433,131330945,4.42,4.14,4.66,-0.52,0.643,1
"chr2",204145118,204145669,3,2.64,3.28,-0.64,0.643,1
"chr2",1746854,1748503,5.17,4.86,5.42,-0.56,0.643,1
"chr11",15238239,15238694,3.12,2.6,3.5,-0.9,0.643,1
"chr5",42767602,42768003,2.78,2.4,3.08,-0.67,0.643,1
"chr19",33571783,33572312,4.15,3.82,4.42,-0.59,0.643,1
"chr4",2757628,2758440,5.25,4.93,5.51,-0.58,0.643,1
"chrX",133930161,133931495,4.69,4.37,4.95,-0.58,0.643,1
"chr3",185303643,185304491,5.7,5.38,5.96,-0.58,0.643,1
"chr8",38262768,38263064,3.4,3.08,3.67,-0.59,0.643,1
"chr16",85832549,85833804,5.78,5.49,6.03,-0.54,0.643,1
"chr16",85004091,85004564,3.71,3.39,3.96,-0.57,0.643,1
"chr1",69284834,69285509,4,3.68,4.27,-0.59,0.643,1
"chr9",108480490,108481136,2.75,2.37,3.05,-0.69,0.643,1
"chr9",36136165,36136913,5.16,4.83,5.43,-0.6,0.643,1
"chr17",64794536,64795752,1.02,1.39,0.52,0.87,0.643,1
"chr6",29705849,29706082,2.04,1.66,2.34,-0.68,0.643,1
"chr7",98827693,98828320,2.5,2.18,2.76,-0.58,0.643,1
"chr12",117125668,117126150,2.85,2.51,3.12,-0.6,0.643,1
"chr17",47485367,47485749,3.13,2.84,3.37,-0.53,0.643,1
"chr14",106176236,106178268,5.1,4.81,5.34,-0.53,0.643,1
"chr7",140396244,140397356,6.32,5.98,6.59,-0.61,0.643,1
"chr17",11923925,11924838,5.6,5.28,5.86,-0.58,0.643,1
"chr3",12791854,12792413,3.15,2.84,3.41,-0.57,0.643,1
"chr17",72983517,72984540,5.49,5.2,5.74,-0.55,0.643,1
"chr6",28918791,28919789,3.98,3.68,4.23,-0.55,0.643,1
"chr21",10835535,10836434,2.42,2.09,2.68,-0.59,0.643,1
"chr17",57408681,57409334,5.48,5.17,5.74,-0.57,0.643,1
"chr8",11314030,11314790,4.42,4.12,4.67,-0.55,0.643,1
"chr6",31794832,31795867,5.84,5.52,6.1,-0.58,0.643,1
"chr1",187996607,187997133,3.86,3.54,4.12,-0.58,0.643,1
"chr8",94916120,94917196,4.77,4.45,5.03,-0.59,0.643,1
"chr12",41915590,41916467,2.66,2.27,2.97,-0.7,0.643,1
"chr14",96207363,96207791,2.66,2.27,2.97,-0.7,0.643,1
"chr16",47808523,47808899,2.66,2.27,2.97,-0.7,0.643,1
"chr18",61511511,61511822,2.66,2.27,2.97,-0.7,0.643,1
"chr7",35956537,35956951,2.66,2.27,2.97,-0.7,0.643,1
"chr2",9970418,9970897,2.82,2.29,3.21,-0.92,0.643,1
"chr16",57879720,57880692,2.63,2.89,2.3,0.59,0.643,1
"chr2",228630974,228631485,3.68,3.35,3.95,-0.61,0.643,1
"chr6",17987253,17988553,5.78,5.45,6.04,-0.6,0.643,1
"chr9",116638144,116638986,4.04,3.74,4.28,-0.53,0.643,1
"chr2",226533328,226533667,2.53,2.16,2.83,-0.67,0.643,1
"chr4",123638017,123638347,2.53,2.16,2.83,-0.67,0.643,1
"chr1",94393614,94393987,-0.32,-1.06,0.16,-1.22,0.643,1
"chr1",155161307,155161607,-0.32,-1.06,0.16,-1.22,0.643,1
"chr11",124303085,124303448,-0.32,-1.06,0.16,-1.22,0.643,1
"chr12",38164784,38164993,-0.32,-1.06,0.16,-1.22,0.643,1
"chr12",112704841,112705169,-0.32,-1.06,0.16,-1.22,0.643,1
"chr13",113916998,113917399,-0.32,-1.06,0.16,-1.22,0.643,1
"chr14",54027471,54027815,-0.32,-1.06,0.16,-1.22,0.643,1
"chr16",32000455,32001044,-0.32,-1.06,0.16,-1.22,0.643,1
"chr16",32926723,32927038,-0.32,-1.06,0.16,-1.22,0.643,1
"chr16",35283820,35284229,-0.32,-1.06,0.16,-1.22,0.643,1
"chr16",35285281,35285638,-0.32,-1.06,0.16,-1.22,0.643,1
"chr16",87772285,87772931,-0.32,-1.06,0.16,-1.22,0.643,1
"chr18",74458364,74458700,-0.32,-1.06,0.16,-1.22,0.643,1
"chr19",7426829,7427197,-0.32,-1.06,0.16,-1.22,0.643,1
"chr2",203152408,203152762,-0.32,-1.06,0.16,-1.22,0.643,1
"chr2",203210889,203211241,-0.32,-1.06,0.16,-1.22,0.643,1
"chr2",205601187,205601538,-0.32,-1.06,0.16,-1.22,0.643,1
"chr2",230985647,230985998,-0.32,-1.06,0.16,-1.22,0.643,1
"chr20",26310752,26311101,-0.32,-1.06,0.16,-1.22,0.643,1
"chr22",20616411,20616855,-0.32,-1.06,0.16,-1.22,0.643,1
"chr3",165879576,165879941,-0.32,-1.06,0.16,-1.22,0.643,1
"chr4",38434295,38434545,-0.32,-1.06,0.16,-1.22,0.643,1
"chr4",47774173,47774544,-0.32,-1.06,0.16,-1.22,0.643,1
"chr4",122024747,122025100,-0.32,-1.06,0.16,-1.22,0.643,1
"chr4",140619227,140619784,-0.32,-1.06,0.16,-1.22,0.643,1
"chr5",56071549,56071909,-0.32,-1.06,0.16,-1.22,0.643,1
"chr5",142761574,142761925,-0.32,-1.06,0.16,-1.22,0.643,1
"chr6",61919573,61919876,-0.32,-1.06,0.16,-1.22,0.643,1
"chr7",34675177,34675382,-0.32,-1.06,0.16,-1.22,0.643,1
"chr8",43809961,43810844,-0.32,-1.06,0.16,-1.22,0.643,1
"chr9",36615045,36615762,-0.32,-1.06,0.16,-1.22,0.643,1
"chr9",99962147,99962389,-0.32,-1.06,0.16,-1.22,0.643,1
